simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
84	0.78379249	-0.98002815	2.4185895	165.69244	1.9315066	1.677363	-0.30134436	-0.4268932
85	5.0223064	-1.1269596	0.25410157	391.68357	1.8497106	1.529083	-0.23469411	0.24496698
86	3.0823998	-1.1173176	0.95466699	447.13404	1.8905575	1.3549134	0.48428234	0.15853696
87	2.8665962	0.2119256	0.72015152	303.90833	2.0707035	1.8959733	-0.29315412	0.37231323
88	3.1797447	0.53599647	2.8640316	344.71387	1.7623471	1.6228392	0.34917983	-0.0087612681
89	2.0303672	-0.25344945	0.28586752	388.48186	1.4530928	1.1881037	0.29275209	-0.29698294
90	2.8306378	-0.069573835	2.767802	312.55061	1.6421787	1.3169309	0.08154887	0.25341529
91	4.8467233	0.65902835	0.092304823	166.56792	1.4606287	1.0664917	0.18365201	-0.20757623
92	2.0374936	0.27546968	2.5912365	418.86745	1.7520325	1.49694	0.26883307	-0.39880544
93	0.45681013	0.51281169	1.7737369	242.08638	2.0787001	1.2074645	-0.28822893	0.15795466
94	1.7122324	0.41187033	0.94744455	445.97396	2.0585389	1.6539743	-0.47539249	-0.16161191
95	3.6536658	-0.12966873	2.653988	429.24241	2.2310593	1.6654882	-0.065628521	-0.39200512
96	2.602997	-0.9125566	0.60545873	423.53138	1.8470188	1.8163985	-0.49198863	-0.47617719
97	1.3997199	0.10807937	2.7734666	478.00904	2.0206909	1.7629646	0.40852889	0.44778472
98	0.39143197	-0.0031675948	0.47819206	385.62888	1.7593096	1.2853369	0.091733709	0.24896072
99	1.6571444	-1.3392527	0.83854272	405.85143	1.6450444	1.2474223	-0.2369332	-0.29808381
100	5.935475	-0.74386671	2.7163449	425.48038	2.2183108	1.6605619	-0.29437643	0.40440598
101	1.2047264	-1.4929013	2.1233587	233.81187	1.7943463	1.1477826	-0.48102593	-0.3486765
102	3.3342311	-0.51043554	1.0931642	336.79257	1.7183627	1.1456162	-0.19933197	0.40505421
103	2.5180081	0.19274342	0.61938582	314.3081	1.9995823	1.4458534	-0.017587094	-0.34606689
104	3.4067886	0.63864754	2.1623378	262.96208	1.3656491	1.329716	0.086463287	-0.29276687
105	3.0117306	0.99855929	0.72064754	104.54401	1.447294	1.3161217	-0.13915455	0.14288881
106	1.2942164	0.93453544	0.99402949	354.30237	1.9843711	1.8988693	0.24382807	0.11127729
107	4.2562859	0.11639217	2.1364763	207.34183	1.497617	1.4308124	-0.31730625	-0.48930287
108	3.2318588	0.63095822	1.8382137	46.021853	1.7947072	1.5963513	-0.10181859	0.22485539
109	4.8708899	-1.1637116	0.66251071	389.47641	1.5858884	1.123405	-0.33133402	-0.39046261
110	3.4335711	-1.3309271	2.3905613	292.6508	1.9162509	1.8650656	0.19963758	0.38161913
111	1.9298454	1.0247425	1.4092387	266.91247	1.5075793	1.2279756	-0.33388025	0.35975203
112	4.5606457	0.3055302	2.8596039	260.65255	1.5266404	1.1825309	0.11191623	0.021687701
113	4.6660209	0.62972352	0.34122116	236.71367	2.1029775	1.5846806	-0.41168702	0.19619259
114	1.214202	-1.2147404	0.47740556	394.60222	2.1881139	1.1874795	0.15277915	-0.30681491
115	6.2664993	-0.51056477	2.402571	411.32	2.2074411	1.9602035	0.25301877	0.23333663
116	2.829648	0.48633155	1.6073819	108.07857	1.7565935	1.6978862	0.31509459	-0.29131031
117	0.68633402	0.33271782	2.2234989	217.00374	1.6099097	1.3019049	-0.16270781	0.11392311
118	0.72851925	0.10762239	2.2103686	208.05185	1.9704714	1.8669471	-0.14447005	-0.48273307
119	1.0062873	-0.14710691	1.0907466	329.93246	2.0515623	1.8262089	0.4635253	0.059470069
120	1.8724958	-0.16763706	0.68727907	449.25497	2.0067644	1.6904267	-0.34215617	-0.16410877
121	3.906424	-0.13885237	0.82230674	216.27907	2.0289471	1.2150924	-0.0016076277	-0.30268636
122	4.8074772	1.3200145	0.40723731	247.92388	1.9940691	1.060665	0.42040917	-0.23211861
123	5.9646463	-0.77359785	0.86387634	275.82	1.9870195	1.795535	-0.17196383	0.19094174
124	4.9242902	-0.23443528	2.7644389	395.84147	1.9857026	1.6780061	-0.12301394	-0.0049297465
125	1.5617802	-0.75945909	0.87628686	247.16572	1.79533	1.2710812	-0.3188805	-0.18275753
126	3.352007	-0.31341134	2.3426958	275.01462	1.9125911	1.223067	0.4874244	0.14297999
127	2.1830368	-1.2473905	0.81384344	278.28842	1.8620142	1.2564528	0.25809509	0.39310157
128	4.1629926	-0.060083099	0.62106115	301.21136	1.7158436	1.0828937	-0.14877312	-0.22122791
129	5.2994016	-0.18208684	1.9635957	461.73085	2.2585955	1.6259435	0.092175744	0.45357704
130	4.1936187	1.2519105	2.8066376	463.20078	1.4230181	1.2509087	0.44091535	0.48110539
131	0.52686915	-0.96126436	2.5589239	283.8511	1.7470806	1.4027512	0.22754274	-0.26041663
132	2.9569689	-0.69819477	1.9032105	353.84193	1.9393042	1.4510378	0.33147451	0.40771759
133	1.6590625	-0.51032373	2.6008704	289.87125	2.0068605	1.7941476	-0.34960648	-0.30184567
134	4.7720047	0.49945029	2.6393598	349.34389	1.6319939	1.6031148	0.24308565	0.38590887
135	3.4228312	0.31605949	1.9769892	339.41379	2.0618575	1.8867174	0.11223284	0.41694519
136	4.1693297	0.083595643	0.46292263	399.67188	2.0897684	1.9988605	0.086005494	0.16610338
137	5.7908192	-0.99721425	1.7598373	97.62556	1.1458848	1.0642016	-0.4637498	-0.38514933
138	4.878472	0.86615882	2.821911	273.76359	2.0725527	1.0607836	-0.27943143	0.16998994
139	0.22624156	-0.37037932	2.6563671	185.22203	1.6254722	1.0498965	-0.19996817	0.06163048
140	5.3360146	-0.36147476	0.53530007	423.66086	1.5938952	1.2536409	-0.00044108101	-0.21537717
141	1.9562284	-0.43960948	0.86570044	240.87515	1.7953105	1.6132971	0.22317401	-0.1513924
142	3.8763454	-0.027880478	1.0376965	233.76646	1.5128202	1.2011074	0.32110029	0.25679883
143	5.6540113	-0.71769	2.7092656	331.46244	2.0440922	1.3960665	0.3682628	-0.39905697
144	2.0628663	-0.79589831	2.0168618	270.50749	1.7634151	1.6998104	0.45846063	0.23143794
145	2.0956916	-0.75218248	2.3230956	210.20394	1.9878072	1.4212538	-0.25229329	-0.44073871
146	0.052765425	0.25480413	0.48269322	296.95716	2.072329	1.5663586	0.2526387	0.455946
147	5.729091	0.15446065	0.98629662	70.243519	1.9341874	1.8669684	-0.10531114	0.21811454
148	5.668121	0.54789447	0.35520752	470.69864	1.4017973	1.1494739	0.41048226	-0.15905292
149	3.1290592	0.86769636	1.607309	403.05381	1.5307168	1.2430837	0.28475332	0.15858586
150	0.55753234	0.25265344	1.7623776	102.95594	1.8661784	1.4221117	-0.31163716	0.24399202
151	2.3891218	-0.14166806	2.3294611	247.19572	1.5580472	1.3020427	0.09715014	0.30676338
152	5.5035165	1.0548273	0.7051484	478.87113	2.1962054	1.1184639	0.30369568	0.33947223
153	0.86611071	-0.35270464	0.45857944	353.84047	2.0444367	1.7547365	0.3290801	0.37389621
154	2.9315635	0.46513909	2.0381343	439.71816	1.5809972	1.2054902	0.4622452	0.038597405
155	2.4835995	0.26503629	2.7342694	489.78155	1.8952276	1.3236907	-0.49668449	0.18752789
156	0.40437185	0.89718585	0.40707319	368.85416	1.9735445	1.5616169	-0.46780255	-0.1142581
157	5.3081876	0.61475682	0.21174054	130.23597	1.7989758	1.5136276	0.35859039	-0.21867537
158	4.9244833	-0.43293425	0.55670275	372.34092	1.7146913	1.0943161	0.47157642	0.49854156
159	4.3884345	-0.81084279	2.8078679	413.56361	2.1418614	1.9688897	0.40252462	0.18280572
160	1.9691756	-0.65538773	2.6159506	406.20314	1.8023747	1.7141765	0.45512614	-0.19707912
161	1.8876926	-0.80633407	2.5381135	406.61099	2.1376207	1.3147129	0.15171303	-0.19661325
162	6.1088672	0.71075213	2.8299535	463.818	1.3824612	1.3207715	0.46140349	-0.11999236
163	2.6769042	-0.25006238	2.5632494	263.22343	1.7177463	1.460739	0.1550862	-0.29090306
164	2.8111111	1.132753	2.3370204	420.10984	2.1223569	1.4091916	-0.30938905	0.439989
165	3.3908995	0.45202465	0.39235466	121.8857	1.8772811	1.1702595	-0.20456862	-0.027161922
166	2.1000159	1.0599546	2.3720867	243.11889	1.9681369	1.8202487	-0.19548354	-0.23016608
167	3.7842115	0.42462297	2.424555	267.15089	1.4658502	1.2702351	0.29388109	-0.16890661
168	2.3778427	1.3305408	0.35464914	395.0979	1.6522995	1.6156774	-0.136595	0.2420412
169	0.85280932	-0.46812288	0.95122795	174.26738	2.055088	1.9733517	0.4165428	-0.49548304
170	2.5906776	-0.85042192	2.4210799	69.376156	2.0294955	1.2367021	0.32042676	0.31596133
171	0.49568826	-0.96244658	0.70373678	404.78386	1.9895099	1.668768	0.35010746	0.0046247281
172	3.6632965	-0.67706612	0.079914416	375.50423	1.2659215	1.23177	0.20006283	-0.39591342
173	0.69067934	0.80497321	2.7981124	410.56043	1.3933699	1.2381861	-0.22439234	0.15830861
174	2.9332895	0.14706075	0.87173459	82.676723	1.9668462	1.5810453	0.1906464	-0.28395155
175	2.6625279	0.26899017	2.6392815	419.95007	2.0225923	1.3023688	0.080249883	-0.21597159
176	1.2049506	0.51747181	2.6874309	360.19177	1.9431643	1.2735543	0.36751348	-0.06093239
177	3.6487528	-0.56305607	0.76693937	145.28001	1.6354321	1.2510028	-0.21245044	-0.155073
178	0.30294562	1.0425184	2.304465	399.84795	1.5887614	1.2403523	0.31959769	0.35860291
179	0.78632763	0.085209902	2.5815854	396.27147	1.8364064	1.4246234	0.27791244	0.19361557
180	5.0723115	0.56061796	2.4692937	345.1454	1.9657524	1.3755249	0.14980286	0.24834254
181	1.2666315	0.73535791	2.1579068	461.60676	1.9073476	1.6641437	-0.38783193	0.016658837
182	0.44781441	0.44380846	1.1212816	359.3533	1.5765816	1.1716002	0.18809962	0.21516615
183	0.90401707	-1.14646	0.3862336	434.58133	2.1058571	1.6408514	-0.33695334	-0.03380876
184	1.1570107	0.16274417	0.36378735	397.5348	1.242395	1.1429775	0.33882761	0.30809459
185	1.0523029	-0.17210051	0.80825552	196.78976	1.6671234	1.5533692	-0.31543481	-0.10927036
186	1.4041364	-1.4872849	0.878347	369.40321	1.923056	1.8741574	0.11963196	0.23416498
187	3.1789864	0.24895674	0.30074557	456.39518	2.1024997	1.7831446	-0.30941844	0.26182967
188	0.49898953	0.42985365	0.71681464	333.31685	1.4135559	1.3071866	-0.12790146	0.25404957
189	2.9332781	-0.13298537	1.9282637	178.25259	1.6012965	1.5909442	0.23713647	-0.44175273
190	0.59281178	-0.89170568	1.7594906	307.87567	2.1117613	1.1710443	0.035632629	-0.29008499
191	2.7526399	1.1910042	2.8193861	244.73549	1.937405	1.1476804	0.41754487	-0.24743845
192	1.9380961	0.54255941	0.37596228	468.70995	2.1003966	2.0403304	-0.17831057	-0.30910814
193	5.7644401	-1.0993644	2.6980039	281.4475	1.9669058	1.4734374	0.2413398	0.16582023
194	2.9904642	0.66558554	1.0194193	78.24954	1.147262	1.0353014	-0.09139289	-0.18056588
195	0.73117419	-0.41753654	0.86479124	324.79091	1.7681148	1.3795837	-0.1305849	-0.2184591
196	1.640307	1.4358372	0.15572443	430.35486	1.748943	1.3725655	0.3438758	-0.13020146
197	0.73189217	-0.74911196	2.2097334	221.03114	1.5953467	1.4482778	0.20507507	-0.022445448
198	5.0491936	-0.39609285	2.5698616	225.33973	2.0967979	1.3474226	-0.40798628	-0.13073325
199	4.2114861	1.2429512	0.94051463	457.23357	1.9487107	1.4570057	0.10554246	-0.26931775
200	0.1032936	-0.59167577	2.1049832	211.0718	1.45258	1.1808649	0.23844698	-0.38308951
201	5.0668309	0.44171548	0.58862757	356.229	1.8617712	1.8064756	-0.029416027	-0.0052616028
202	0.83299139	-0.72789856	0.75442634	310.75397	1.8409714	1.2235761	0.24671134	-0.038252871
203	4.7636915	-0.46553789	2.2905707	94.038833	1.6458359	1.2903596	-0.22144218	-0.20156781
204	1.6895671	1.4980177	0.71203724	293.68561	1.8564994	1.7756864	0.079055697	-0.24079861
205	3.0032432	0.11063621	2.4644498	347.00102	1.9404198	1.6071054	-0.47879609	0.095253535
206	6.0876454	0.060961907	1.4256875	393.10319	1.9238245	1.6466613	0.078240238	0.049887538
207	1.3046999	1.0618363	1.7141256	152.05001	1.4482578	1.3067271	0.18998665	-0.29094705
208	0.77842121	-0.17511416	1.1622724	189.95226	1.6010927	1.4633099	0.23878536	0.124455
209	0.26560375	-1.0564365	2.6885389	460.39745	2.1980348	1.516282	-0.29955655	0.46995863
210	1.5718959	1.2608313	2.7437823	249.16285	1.561909	1.3788776	-0.40671664	0.12080868
211	4.627716	0.36494789	0.70306967	189.36804	1.698812	1.5798051	-0.40792841	0.27239102
212	2.612654	1.0339626	0.78330237	280.11255	1.5886407	1.4088891	0.47417825	0.30086151
213	2.353752	-0.13805951	2.2897829	328.57347	2.1642859	1.6174603	-0.34676549	-0.025155855
214	2.2914665	-0.21448275	0.87731539	100.01632	1.1675297	1.1294475	0.17697799	-0.28486311
215	0.84075659	-1.0205576	0.38889775	475.78468	1.9401909	1.792492	0.18541758	-0.4619866
216	5.9887944	0.88122844	2.5022922	274.74415	1.3596076	1.2304246	0.134913	0.1873453
217	0.55370381	0.43208709	1.472193	306.50955	1.9521122	1.7546113	-0.10208894	0.13596588
218	0.75779794	-0.45648454	2.068672	463.51398	2.1772523	2.0018263	-0.43015569	0.26333848
219	3.7219073	-0.42519	2.4143311	210.08116	1.2332367	1.0513998	-0.47555283	0.020564811
220	0.86969914	0.040797684	2.1775203	87.306815	1.8338047	1.3436061	-0.018807966	0.3110325
221	4.796661	0.93353364	2.335832	429.00507	1.3401229	1.109985	0.35826614	-0.045794096
222	2.2011601	0.18364621	2.5892197	237.46387	1.7705181	1.7033085	-0.090049915	0.033225555
223	1.5118831	-0.73870443	0.95853896	155.31215	1.4145319	1.1740147	-0.032670617	-0.28424785
224	3.4742183	0.5099669	0.58754205	404.82421	1.4509473	1.2347034	-0.095889971	0.4334299
225	2.3315288	-0.025053608	0.97152379	142.20977	1.6766033	1.3929211	-0.2278638	0.40965128
226	0.53301063	-0.55128652	0.51409054	218.28314	1.7120237	1.5942035	0.35631415	0.46787924
227	1.3406446	0.95469922	0.18386547	493.72268	1.7955939	1.7300102	0.025603639	0.34419751
228	4.8399792	0.78214907	1.395145	272.23119	2.0941715	1.8639355	0.32997334	-0.2529895
229	1.2780614	0.061603538	2.0327113	405.22926	2.0597064	1.6187843	0.20316008	-0.1367234
230	4.3413007	-0.33558402	2.5205296	491.9109	1.7207533	1.2303889	-0.18808383	0.22240004
231	1.9702835	0.14974544	1.424301	163.89409	1.7649786	1.3690168	-0.16501956	-0.19294855
232	5.184422	0.79621114	0.78535297	371.15449	1.4484172	1.2672909	0.14518304	0.36650825
233	1.1135841	0.22414205	0.91410641	192.98564	2.1441422	2.0085289	-0.19863908	0.068467923
234	3.0925475	0.42228967	1.1021293	285.76269	1.8883488	1.5380125	0.15065925	-0.32197845
235	4.0669374	0.79714929	0.060711569	102.33876	1.7146088	1.4329493	0.22499979	-0.24230829
236	4.1198334	-0.387742	2.4796371	406.67683	1.8338785	1.4464291	0.43050522	-0.37271506
237	3.5474021	-1.1418698	1.3854794	93.11052	1.3531138	1.2161769	0.088468343	-0.01300366
238	2.7784001	-0.95544001	2.1666444	474.73491	1.5699513	1.2863173	-0.36581835	-0.32838389
239	1.8984804	0.51823827	2.1926695	249.18946	1.6450158	1.5315293	-0.40245494	-0.19916603
240	2.4632049	-1.0500038	0.83423282	292.28587	2.0634005	1.4104221	-0.31685084	0.1856638
241	5.6370767	0.19497961	1.2594909	77.08063	1.6271878	1.27704	0.27445474	0.37905321
242	5.4918811	0.358474	2.336561	497.05913	2.0252013	1.5012908	0.41757423	0.17128319
243	0.069583492	0.37560264	0.78241779	417.68554	2.1976428	1.1141781	0.10880966	-0.20799655
244	4.2950349	0.57161546	0.3113739	245.19435	2.1452248	1.2029999	0.30867872	-0.49287185
245	3.5454551	0.8029229	1.1441387	218.31821	1.5555729	1.1592523	-0.36945635	-0.3807708
246	6.0541154	-1.1898871	2.5771771	299.20294	1.7942365	1.2352513	-0.14212678	0.015016123
247	4.0803351	0.51872425	2.3159295	492.15921	1.9663535	1.4920787	0.033389464	-0.33295563
248	5.2774726	0.064638689	1.9635258	274.56656	1.7560079	1.226004	-0.12567031	-0.23210871
249	3.5863299	0.30294238	2.3219602	130.03844	1.2859247	1.1672108	0.19530468	0.068621084
250	1.2302602	1.1585812	2.37251	362.75624	2.1637135	1.0950036	-0.051731907	-0.41439822
251	4.1567361	-0.29756201	2.8674577	340.78175	1.7866755	1.4606179	-0.47130015	-0.38463837
252	6.0603291	-0.010900866	0.71786732	328.76355	1.8630449	1.3240911	-0.024206355	0.16336448
253	4.6927641	-0.95853811	2.0228226	286.87788	1.7486775	1.2358545	0.441259	-0.079138421
254	0.89083742	0.31342478	0.71362332	148.26268	1.619218	1.0573627	-0.30001616	0.38235834
255	3.9045346	-0.24175778	2.7930306	250.09104	2.1550512	1.3941754	-0.0013747124	0.19436418
256	4.176366	-0.87718515	1.5652342	196.25775	2.0896986	1.7593446	-0.33477691	-0.089150019
257	0.43561729	-0.81307874	2.9253015	451.5758	2.0930486	1.2829982	-0.18570639	-0.22014005
258	1.1497738	-1.0539351	1.4164621	51.620098	1.8433448	1.2444824	0.21700621	-0.35841092
259	4.4389946	-0.8492926	0.80476741	288.53759	2.0751038	1.4113922	0.077775747	0.18640466
260	4.7971142	-0.66068974	1.9908667	284.74161	1.3528274	1.1339756	-0.063304216	-0.4086422
261	3.9705853	-0.34688546	3.0540662	427.61727	2.2102349	1.5854425	-0.16923341	-0.22775672
262	2.0729979	-0.61758032	0.63048223	383.33313	1.5154539	1.3583785	-0.0134295	-0.060321733
263	4.4925352	-1.3061863	0.92373757	175.1785	1.883233	1.6203938	0.45075148	-0.48845381
264	3.2508055	-0.27673567	1.9179741	499.51871	2.2674851	2.1447246	0.48750696	-0.056344531
265	1.9351073	0.49375371	1.9325149	193.37128	1.6993343	1.1908364	-0.41595143	0.11393438
266	3.4271914	0.44349787	0.72600547	365.49778	2.0949562	1.4572614	-0.36771017	-0.30085492
267	0.71068608	0.10302145	0.22070414	362.79816	1.7156701	1.3764719	-0.092765816	-0.36232942
268	3.1851662	-0.15257969	0.65681842	385.50454	1.6349231	1.3355911	-0.32833251	0.41035658
269	4.2081755	-0.030565393	0.98721824	202.75416	2.0540643	1.6372759	-0.27791795	-0.22947714
270	5.0505884	-0.38053494	0.74998987	349.36709	2.092622	1.279677	0.12235236	0.27126956
271	1.929858	-0.64694646	0.62090201	207.79848	1.9834565	1.1789681	0.33729762	-0.32273251
272	1.7393419	-0.92617209	1.5544203	375.80894	2.006896	1.5177351	-0.36483744	-0.22913696
273	4.5759636	0.73184625	1.0221744	226.41241	1.5821539	1.1352203	0.19348964	-0.27932036
274	5.011402	1.4480427	2.2604864	311.50222	1.7428052	1.6198615	0.34044525	-0.18120319
275	3.9850942	-0.36592376	0.93862646	331.94236	1.80567	1.1718508	-0.1867408	-0.17848338
276	5.754288	0.28743688	1.0737351	268.33821	1.9723862	1.6365585	-0.33562914	0.16569151
